IssueDate,DueDate,DueDateDays,DueDateDate,Reference,QuoteNumber,OrderNumber,Customer,BillingAddress,ExchangeRate,ExchangeRateIsInverse,Description,Lines.1.Item,Lines.1.LineDescription,Lines.1.Qty,Lines.1.SalesUnitPrice,Lines.1.CurrencyAmount,Lines.1.DiscountPercentage,Lines.1.DiscountAmount,Lines.1.CostOfGoodsSold,Lines.1.CostOfGoodsSoldAmount,Lines.2.Item,Lines.2.LineDescription,Lines.2.Qty,Lines.2.SalesUnitPrice,Lines.2.CurrencyAmount,Lines.2.DiscountPercentage,Lines.2.DiscountAmount,Lines.2.CostOfGoodsSold,Lines.2.CostOfGoodsSoldAmount,Lines.3.Item,Lines.3.LineDescription,Lines.3.Qty,Lines.3.SalesUnitPrice,Lines.3.CurrencyAmount,Lines.3.DiscountPercentage,Lines.3.DiscountAmount,Lines.3.CostOfGoodsSold,Lines.3.CostOfGoodsSoldAmount,Lines.4.Item,Lines.4.LineDescription,Lines.4.Qty,Lines.4.SalesUnitPrice,Lines.4.CurrencyAmount,Lines.4.DiscountPercentage,Lines.4.DiscountAmount,Lines.4.CostOfGoodsSold,Lines.4.CostOfGoodsSoldAmount,Lines.5.Item,Lines.5.LineDescription,Lines.5.Qty,Lines.5.SalesUnitPrice,Lines.5.CurrencyAmount,Lines.5.DiscountPercentage,Lines.5.DiscountAmount,Lines.5.CostOfGoodsSold,Lines.5.CostOfGoodsSoldAmount,Lines.6.Item,Lines.6.LineDescription,Lines.6.Qty,Lines.6.SalesUnitPrice,Lines.6.CurrencyAmount,Lines.6.DiscountPercentage,Lines.6.DiscountAmount,Lines.6.CostOfGoodsSold,Lines.6.CostOfGoodsSoldAmount,Lines.7.Item,Lines.7.LineDescription,Lines.7.Qty,Lines.7.SalesUnitPrice,Lines.7.CurrencyAmount,Lines.7.DiscountPercentage,Lines.7.DiscountAmount,Lines.7.CostOfGoodsSold,Lines.7.CostOfGoodsSoldAmount,HasLineNumber,HasLineDescription,Discount,DiscountType,AmountsIncludeTax,Rounding,RoundingMethod,WithholdingTax,WithholdingTaxType,WithholdingTaxPercentage,WithholdingTaxAmount,EarlyPaymentDiscount,EarlyPaymentDiscountType,EarlyPaymentDiscountRate,EarlyPaymentDiscountAmount,EarlyPaymentDiscountDays,LatePaymentFees,LatePaymentFeesPercentage,TotalAmountInWords,TotalAmountInBaseCurrency,Bilingual,HasSalesInvoiceCustomTitle,SalesInvoiceCustomTitle,HasSalesInvoiceCustomTheme,AutomaticReference,HideDueDate,HideBalanceDue,ClosedInvoice,ShowItemImages,ShowTaxAmountColumn,HasSalesInvoiceFooters,Key
2023-11-17,Net,15,,31857348,,,163f82ae-04fd-430b-8c99-c125a61ac93c,,,FALSE,"ANDOVER, MA to ANDOVER, MA",62de6fb2-e62e-464b-9c65-1e15e7b227ef,,1909,,,,,Automatic,,84316c0a-75d0-465f-9d7d-1f832a6b634e,,,4356.24,,,,Automatic,,9900a7db-0a49-4b40-aad8-4459229f7880,,,23.25,,,,Automatic,,5b152bfe-3843-4924-a2bd-79d396fcb048,,,12.34,,,,Automatic,,a33a0801-68ce-4f18-a896-b1d6dd269292,,,14.7,,,,Automatic,,23cfabd0-f62b-491e-bf81-0cb83df9549c,,,21.18,,,,Automatic,,0c202c2e-995f-4ef7-bed3-84c05e8dcb86,,,759.78,,,,Automatic,,FALSE,FALSE,FALSE,Percentage,FALSE,FALSE,None,FALSE,Rate,,,FALSE,Percentage,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c5eaae74-2e21-4c98-bfa5-b0b06e8d6b06
2023-09-15,Net,15,,31838843,,,163f82ae-04fd-430b-8c99-c125a61ac93c,,,FALSE,"KNOXVILLE, TN to GROVEPORT, OH",62de6fb2-e62e-464b-9c65-1e15e7b227ef,,361,,,,,Automatic,,84316c0a-75d0-465f-9d7d-1f832a6b634e,,,1079.91,,,,Automatic,,9900a7db-0a49-4b40-aad8-4459229f7880,,,75,,,,Automatic,,0c202c2e-995f-4ef7-bed3-84c05e8dcb86,,,156.34,,,,Automatic,,7ab50b77-ddec-4bfb-90b9-a057fbaa948b,,,7.56,,,,Automatic,,5b152bfe-3843-4924-a2bd-79d396fcb048,,,41.69,,,,Automatic,,,,,,,,,,,FALSE,FALSE,FALSE,Percentage,FALSE,FALSE,None,FALSE,Rate,,,FALSE,Percentage,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6936b983-bf8d-4274-9700-55b34a2b9eb7
